page_id,text,label,Pattern Category,source_dataset
SYN_SCA_0424,Stock is nearly sold out. Available in office. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_MIS_0008,Leave this page without unlocking extra value. Shop water bottle now.,1,Misdirection,synthetic
SYN_MIS_0267,"No, I don't want to claim this deal.",1,Misdirection,synthetic
SYN_SCA_0162,Stock is nearly sold out. Available in sports. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0500,Your reserved price expires in 10 minutes. Shop winter jacket now.,1,Urgency,synthetic
SYN_SCA_0383,Only 7 available in your selected size. Online only. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_NOT_0045,Check delivery options. Online only. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SCA_0226,"Selling fast — only 10 units available. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_URG_0332,Last chance to unlock this offer before midnight. Waiting may cost you this price.,1,Urgency,synthetic
SYN_URG_0467,This special price ends in 5 hours. Shop yoga mat now.,1,Urgency,synthetic
SYN_SCA_0075,Only 3 left in stock. Online only. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_SOC_0151,Trending now with online shoppers. Available in accessories.,1,Social Proof,synthetic
SYN_URG_0408,Complete your order in the next 8 minutes to keep this deal. Shop sneakers now.,1,Urgency,synthetic
SYN_SOC_0396,Many shoppers are checking out this item today. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_MIS_0057,Skip the discount and move on. Online only. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_MIS_0495,Ignore the bundle and keep fewer benefits. Shop skin serum now.,1,Misdirection,synthetic
SYN_MIS_0292,Skip the discount and move on. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_NOT_0070,Add item to wishlist. Shop water bottle now. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0463,Read care instructions. Offer subject to availability. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SCA_0316,Only 4 left in stock. Available in electronics. It may not be available later today.,1,Scarcity,synthetic
SYN_MIS_0430,Continue without savings. Online only. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_NOT_0202,Contact customer support. Online only. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SCA_0431,Few left at this price. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_NOT_0345,View shipping policy. Shop water bottle now. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_MIS_0210,Ignore the bundle and keep fewer benefits. Terms apply. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_URG_0384,Last chance to unlock this offer before midnight. Available in home. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0176,Many shoppers are checking out this item today. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_URG_0427,Only today: save 50% before the countdown expires. Available in office. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0224,2 people added this item to cart today. Terms apply. People are paying attention to this item.,1,Social Proof,synthetic
SYN_MIS_0138,Skip the discount and move on. Offer subject to availability.,1,Misdirection,synthetic
SYN_SCA_0115,Only 2 left in stock. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_MIS_0306,Skip the discount and move on. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_MIS_0280,Ignore the bundle and keep fewer benefits. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_NOT_0024,Contact customer support. Terms apply.,0,Not Dark Pattern,synthetic
SYN_URG_0239,Hurry — this promotion closes in 1 hours. Offer subject to availability. A quick decision could save you money.,1,Urgency,synthetic
SYN_NOT_0152,Contact customer support. Shop sneakers now. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_URG_0378,Checkout now to avoid missing today's offer. Online only. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0298,Checkout now to avoid missing today's offer. Terms apply.,1,Urgency,synthetic
SYN_URG_0052,This special price ends in 8 hours. Offer subject to availability. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0109,3 shoppers viewed this item in the last hour. People are paying attention to this item.,1,Social Proof,synthetic
SYN_MIS_0275,Continue without protection or savings. Shop yoga mat now. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_SOC_0393,20 shoppers viewed this item in the last hour. Terms apply.,1,Social Proof,synthetic
SYN_SOC_0258,45 shoppers viewed this item in the last hour. Shop backpack now. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SCA_0181,"Stock is nearly sold out. Online only. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0222,5 shoppers viewed this item in the last hour. Online only. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SCA_0062,Few left at this price. Online only. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0431,Hurry — this promotion closes in 25 hours. Offer subject to availability. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0166,25 shoppers viewed this item in the last hour. Online only. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_NOT_0205,Check delivery options.,0,Not Dark Pattern,synthetic
SYN_SOC_0033,8 shoppers viewed this item in the last hour. Available in beauty. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_NOT_0341,See product specifications. Available in accessories.,0,Not Dark Pattern,synthetic
SYN_URG_0305,Final hours to claim 10% off selected items. Available in accessories.,1,Urgency,synthetic
SYN_SCA_0090,Stock is nearly sold out. Shop wireless earbuds now. It may not be available later today.,1,Scarcity,synthetic
SYN_MIS_0445,Leave this page without unlocking extra value. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_SOC_0310,30 shoppers viewed this item in the last hour. Available in electronics. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SCA_0236,Only 2 left in stock. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_SCA_0127,Low stock alert: just 7 items remain.,1,Scarcity,synthetic
SYN_SCA_0144,Only 3 left in stock. Terms apply. It may not be available later today.,1,Scarcity,synthetic
SYN_SOC_0249,8 shoppers viewed this item in the last hour. Online only. Interest around this item is rising.,1,Social Proof,synthetic
SYN_URG_0132,Hurry — this promotion closes in 7 hours. Available in sports. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0194,Frequently bought by customers browsing this category. Offer subject to availability. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SCA_0477,Inventory is running low on this item. Online only. It may not be available later today.,1,Scarcity,synthetic
SYN_NOT_0035,Add item to wishlist. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_MIS_0104,"No thanks, I prefer to pay full price. Shop sneakers now. The interface makes opting out feel costly.",1,Misdirection,synthetic
SYN_SCA_0408,Only a handful remain in stock. Terms apply. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_SCA_0442,Stock is nearly sold out. Online only. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_SOC_0371,Many shoppers are checking out this item today. Online only.,1,Social Proof,synthetic
SYN_URG_0208,Checkout now to avoid missing today's offer. Don't miss out.,1,Urgency,synthetic
SYN_NOT_0400,Check delivery options. Available in accessories. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_URG_0451,Flash sale ends soon — secure your cart in 4 minutes. Online only. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0382,Best-selling item in its collection. Shop backpack now. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SCA_0363,Almost gone: limited inventory remaining. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0189,Checkout now to avoid missing today's offer. Available in office. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0062,This special price ends in 20 hours. Don't miss out.,1,Urgency,synthetic
SYN_SCA_0184,Almost gone: limited inventory remaining. Shop sneakers now. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0272,Your reserved price expires in 30 minutes. Offer subject to availability. Don't miss out.,1,Urgency,synthetic
SYN_SCA_0366,"Stock is nearly sold out. Offer subject to availability. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SCA_0356,Few left at this price. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_NOT_0066,Browse related products. Shop phone case now. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SCA_0359,Only 20 available in your selected size. Terms apply. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_URG_0241,Act now to keep your discount active. Offer subject to availability.,1,Urgency,synthetic
SYN_NOT_0447,Contact customer support. Shop desk lamp now. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_NOT_0360,Read our returns information. Offer subject to availability. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_MIS_0222,Continue without savings. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_SCA_0213,Stock is nearly sold out. Shop gaming mouse now. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0306,Only today: save 30% before the countdown expires. Shop hoodie now.,1,Urgency,synthetic
SYN_NOT_0178,Open the size guide. Terms apply. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SOC_0028,Trending now with online shoppers. Shop gaming mouse now.,1,Social Proof,synthetic
SYN_NOT_0342,Read our returns information. Shop running shoes now. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_MIS_0341,Leave this page without unlocking extra value. Offer subject to availability. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_NOT_0114,Contact customer support. Available in beauty. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_URG_0445,Complete your order in the next 30 minutes to keep this deal. Shop yoga mat now.,1,Urgency,synthetic
SYN_SCA_0330,"Only 60 left in stock. Terms apply. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_MIS_0091,I do not want the better offer. Online only. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_SOC_0082,A top pick among recent visitors. Available in home. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SOC_0135,Frequently bought by customers browsing this category. Available in accessories.,1,Social Proof,synthetic
SYN_MIS_0355,Dismiss the offer and continue checkout. Offer subject to availability. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_MIS_0051,Leave this page without unlocking extra value. Terms apply. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_NOT_0197,Read care instructions. Shop skin serum now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SCA_0196,Only 1 left in stock. Available in home. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_SCA_0022,Demand is high and supply is limited. Offer subject to availability. This item is close to selling out.,1,Scarcity,synthetic
